Loaded /home/acb11711tx/lzq/ExpEval/exe_res/sthsthv2_r50l_sg2_full_test.pt
         2,  0,  1,  3, 11,  8,  3, 23,  1, 18,  5,  9]) ('Showing something to the camera', 'Tearing something into two pieces', 'Putting something on a surface', 'Putting something into something', 'Putting something on a surface', 'Tearing something just a little bit', 'Plugging something into something', 'Opening something', 'Taking one of many similar things on the table', 'Opening something', 'Turning something upside down', 'Opening something', 'Covering something with something', 'Plugging something into something', 'Squeezing something', 'Something falling like a rock', 'Stuffing something into something', 'Taking one of many similar things on the table', 'Putting something on a surface', 'Tearing something into two pieces', 'Moving something down', 'Plugging something into something', 'Uncovering something', 'Tearing something into two pieces', 'Squeezing something', 'Taking one of many similar things on the table', 'Opening something', 'Pushing something so that it slightly moves', 'Folding something', 'Tearing something into two pieces', 'Uncovering something', 'Pushing something so that it falls off the table', 'Putting something similar to other things that are already on the table', 'Showing that something is empty', 'Pushing something so that it slightly moves', 'Opening something', 'Covering something with something', 'Tearing something into two pieces', 'Plugging something into something', 'Turning something upside down', 'Uncovering something', 'Opening something', 'Turning something upside down', 'Showing something to the camera', 'Plugging something into something', 'Pouring something into something', 'Tearing something just a little bit', 'Stuffing something into something')
69266: 0.011343230957816329
15065: 0.03558407649734363
164385: 0.5891598408690228
214198: 0.3413292430880813
141825: 0.06883337790181798
79237: 0.3052912202012724
98360: 0.012945084020683811
190983: 0.1350030189909184
215561: 0.2234146092279687
112088: 0.004543499671800816
185634: 0.43819213145780544
105526: 0.22963022008241654
142963: 0.017158467214812845
99639: 0.018702753902997887
170439: 5.230114557441823e-05
104561: 0.02371348804413275
36308: 0.046482291735192194
205405: 0.3424316934426159
46363: 0.0008966160141383739
25859: 0.7497404843011282
136695: 0.024548807642461146
106474: 0.7437800170989969
67433: 0.600622166967014
40719: 0.7003754376341931
133807: 0.44465983251363816
72232: 0.8098585282088451
199158: 0.008265653235302067
18154: 0.0005369336137981406
139430: 0.1779381657880318
12055: 0.297147707838576
150588: 0.19166038700154786
166796: 0.01763115075922883
16836: 0.28420504016455683
91959: 3.200524642766917e-05
74732: 0.024581558375626145
92505: 0.0010185941895919648
85694: 0.42754229108658137
42068: 0.6615545422678224
74665: 0.8942836520398297
138967: 0.02120754180378448
215853: 0.08092363851051232
174854: 0.020946750145544285
125224: 0.1364354451596288
79045: 0.03848160389925681
91210: 0.07833634499891481
145719: 2.2850876085497157e-05
146631: 0.6483334078268147
63163: 3.2860282918822925e-05
('202581', '33079', '162835', '45213', '893', '101217', '68709', '160220', '193490', '206028', '171527', '95431', '95949', '220461', '200057', '97085', '47610', '181793', '123709', '73565', '151270', '129592', '128494', '145958', '164659', '198342', '24023', '5532', '191418', '207874', '190482', '47613', '142506', '111318', '114264', '192597', '78062', '132708', '112723', '206077', '214021', '67692', '176333', '9373', '128081', '8444', '160198', '33525') tensor([ 6, 10, 23,  5, 15,  7, 12,  0,  9, 15, 18, 15, 20,  1,  6, 24,  2,  3,
         9,  5, 11,  9,  0, 23, 19, 14,  8, 16,  8, 21, 11, 20,  1,  1, 14, 16,
        19, 23,  2, 16, 24, 14,  6, 20,  6, 12, 20, 22]) ('Taking one of many similar things on the table', 'Something falling like a rock', 'Showing something to the camera', 'Tearing something just a little bit', 'Putting something into something', 'Moving something up', 'Moving something down', 'Tearing something into two pieces', 'Stuffing something into something', 'Putting something into something', 'Pouring something into something', 'Putting something into something', 'Showing that something is empty', 'Plugging something into something', 'Taking one of many similar things on the table', 'Lifting something with something on it', 'Covering something with something', 'Turning something upside down', 'Stuffing something into something', 'Tearing something just a little bit', 'Uncovering something', 'Stuffing something into something', 'Tearing something into two pieces', 'Showing something to the camera', 'Pushing something so that it falls off the table', 'Putting something on a surface', 'Opening something', 'Putting something similar to other things that are already on the table', 'Opening something', 'Pushing something so that it slightly moves', 'Uncovering something', 'Showing that something is empty', 'Plugging something into something', 'Plugging something into something', 'Putting something on a surface', 'Putting something similar to other things that are already on the table', 'Pushing something so that it falls off the table', 'Showing something to the camera', 'Covering something with something', 'Putting something similar to other things that are already on the table', 'Lifting something with something on it', 'Putting something on a surface', 'Taking one of many similar things on the table', 'Showing that something is empty', 'Taking one of many similar things on the table', 'Moving something down', 'Showing that something is empty', 'Moving something and something closer to each other')
202581: 0.7182568415766426
33079: 0.024842093844199553
162835: 0.438074530799625
45213: 3.264764915976437e-05
893: 0.0030669018405103943
101217: 0.0002426066164558094
68709: 0.033290178187156405
160220: 0.4067303467450074
193490: 0.32081374234669063
206028: 0.00021718238245298108
171527: 0.4353947328813703
95431: 0.0009470825746814571
95949: 0.010012208933914302
220461: 0.3063156266832986
200057: 0.8803240747758381
97085: 0.7266875155413973
47610: 0.5171290079303503
181793: 0.03328826122906925
123709: 0.04994135955395912
73565: 0.28750318405693387
151270: 0.053200933071138934
129592: 0.08539349767803067
128494: 0.2177160246205858
145958: 0.0004263809160107712
164659: 0.0010574597249046747
198342: 0.014079826311871102
24023: 0.0018733359150964468
5532: 0.04679206790294785
191418: 0.0013661254594161953
207874: 0.007493852791380817
190482: 0.6021391217075234
47613: 0.00020453285526647602
142506: 0.0003838268359908914
111318: 0.16190492767398532
114264: 0.0005576399426772127
192597: 0.9183609469482465
78062: 0.17832772328649327
132708: 0.26660468545624383
112723: 0.13262899333466294
206077: 0.003781031628909942
214021: 0.15840103446771858
67692: 0.03952421518960318
176333: 0.3288416506649654
9373: 0.6425022414874197
128081: 0.12035810538048539
8444: 0.0008516417789654618
160198: 0.1916593531601043
33525: 0.155484066475573
('187807', '24441', '198481', '98916', '114265', '10768', '174741', '115530', '172284', '162876', '8445', '110043', '1694', '54977', '178202', '95108', '212969', '135196', '141975', '17202', '148848', '2060', '188919', '22357', '64089', '68883', '179063', '214793', '631', '131466', '185267', '67512', '64031', '101323', '139224', '206775', '55758', '178806', '38951', '111220', '47357', '139250', '177197', '175664', '33679', '6357', '205364', '199597') tensor([13,  6,  4,  3, 24,  1, 21, 22,  1,  7, 18, 23, 18, 12, 17,  0,  5, 18,
        19, 14,  1, 21, 10,  5,  6, 23, 11,  1,  6,  4, 10, 11,  5, 14, 11, 11,
         5, 23, 11,  1,  7,  8, 10, 17, 10, 19,  1,  6]) ('Squeezing something', 'Taking one of many similar things on the table', 'Something falling like a feather or paper', 'Turning something upside down', 'Lifting something with something on it', 'Plugging something into something', 'Pushing something so that it slightly moves', 'Moving something and something closer to each other', 'Plugging something into something', 'Moving something up', 'Pouring something into something', 'Showing something to the camera', 'Pouring something into something', 'Moving something down', 'Folding something', 'Tearing something into two pieces', 'Tearing something just a little bit', 'Pouring something into something', 'Pushing something so that it falls off the table', 'Putting something on a surface', 'Plugging something into something', 'Pushing something so that it slightly moves', 'Something falling like a rock', 'Tearing something just a little bit', 'Taking one of many similar things on the table', 'Showing something to the camera', 'Uncovering something', 'Plugging something into something', 'Taking one of many similar things on the table', 'Something falling like a feather or paper', 'Something falling like a rock', 'Uncovering something', 'Tearing something just a little bit', 'Putting something on a surface', 'Uncovering something', 'Uncovering something', 'Tearing something just a little bit', 'Showing something to the camera', 'Uncovering something', 'Plugging something into something', 'Moving something up', 'Opening something', 'Something falling like a rock', 'Folding something', 'Something falling like a rock', 'Pushing something so that it falls off the table', 'Plugging something into something', 'Taking one of many similar things on the table')
187807: 0.45108271896394747
24441: 0.18763633410050604
198481: 0.9974105090368539
98916: 0.013550750934038902
114265: 0.6493986415820646
10768: 0.0003659331139619082
174741: 0.00027723651722233456
115530: 0.7324038866352467
172284: 0.9051082727635541
162876: 0.013268744056534665
8445: 0.020090869065420236
110043: 0.01809648610533543
1694: 0.49268953282761885
54977: 0.10802019032910026
178202: 0.08415357574365279
95108: 0.7900900760573677
212969: 0.48685565393427377
135196: 0.056514670042354
141975: 0.4263062548187406
17202: 0.037041948490223575
148848: 0.020824311392656586
2060: 0.308025372019042
188919: 0.02471262324252166
22357: 0.32706675457777445
64089: 0.5032443199408434
68883: 0.6787770779325939
179063: 0.06970004511754269
214793: 0.9198667404378095
631: 0.2399418613135069
131466: 0.9951600569766015
185267: 0.050333194852328234
67512: 0.01664364996418044
64031: 0.25926156703392034
101323: 0.2666042127294972
139224: 0.5420498068854158
206775: 0.05850168309211767
55758: 0.5626429774613119
178806: 0.08795993286067016
38951: 0.12400415264187359
111220: 0.5386881862903276
47357: 0.006342781794143271
139250: 0.1410530340921277
177197: 0.0011488359468785347
175664: 0.74070031902836
33679: 0.12480759705067612
6357: 0.0043417200366491215
205364: 0.8042272326672711
199597: 0.6254417039555691
('195930', '27300', '13187', '111324', '128292', '171019', '41263', '116055', '185504', '204813', '113076', '108618', '33231', '214974', '110371', '118694', '4949', '148805', '86201', '16369', '85207', '59063', '108589', '140464', '63757', '126522', '103941', '202780', '42455', '11747', '130929', '94196', '62715', '151963', '47092', '188772', '143509', '142966', '196208', '32036', '83546', '163062', '102714', '209669', '3160', '219137', '192999', '189956') tensor([20,  9,  2, 17,  3, 10, 14, 19,  0, 19,  6, 21,  0, 22,  3,  3, 17, 16,
         4,  0, 12, 23,  3, 19,  7, 21, 15, 12,  5, 17, 17, 20,  5, 12, 23,  5,
        18,  7, 14, 20, 15, 16,  8, 16,  4, 21,  8, 24]) ('Showing that something is empty', 'Stuffing something into something', 'Covering something with something', 'Folding something', 'Turning something upside down', 'Something falling like a rock', 'Putting something on a surface', 'Pushing something so that it falls off the table', 'Tearing something into two pieces', 'Pushing something so that it falls off the table', 'Taking one of many similar things on the table', 'Pushing something so that it slightly moves', 'Tearing something into two pieces', 'Moving something and something closer to each other', 'Turning something upside down', 'Turning something upside down', 'Folding something', 'Putting something similar to other things that are already on the table', 'Something falling like a feather or paper', 'Tearing something into two pieces', 'Moving something down', 'Showing something to the camera', 'Turning something upside down', 'Pushing something so that it falls off the table', 'Moving something up', 'Pushing something so that it slightly moves', 'Putting something into something', 'Moving something down', 'Tearing something just a little bit', 'Folding something', 'Folding something', 'Showing that something is empty', 'Tearing something just a little bit', 'Moving something down', 'Showing something to the camera', 'Tearing something just a little bit', 'Pouring something into something', 'Moving something up', 'Putting something on a surface', 'Showing that something is empty', 'Putting something into something', 'Putting something similar to other things that are already on the table', 'Opening something', 'Putting something similar to other things that are already on the table', 'Something falling like a feather or paper', 'Pushing something so that it slightly moves', 'Opening something', 'Lifting something with something on it')
195930: 0.24211631966642155
27300: 0.019717894447712825
13187: 0.4027659790296525
111324: 0.787451491077331
128292: 0.0020731520298173933
171019: 0.0422729155640805
41263: 0.002112231127408215
116055: 0.0018376262391655018
185504: 0.0310794404972512
204813: 0.005108728910300897
113076: 0.029018819267714963
108618: 0.0016270388996098006
33231: 0.6760288026557646
214974: 0.7963457686271695
110371: 0.04521302653466286
118694: 0.3997821882310806
4949: 0.3839053824459139
148805: 0.001999534099900585
86201: 0.9846175368875265
16369: 0.14383091464651443
85207: 0.1365997265701684
59063: 0.0068466443659929155
108589: 0.5622455070204584
140464: 0.0004182371766034976
63757: 0.00014269036304992433
126522: 0.12128184157424116
103941: 0.002414189783212348
202780: 0.002627428272258703
42455: 0.12753962900498872
11747: 0.47142785074272486
130929: 0.08893300487950417
94196: 0.3739315382659347
62715: 1.375211569842774e-06
151963: 0.26447066073426173
47092: 2.3655344094208886e-05
188772: 0.00021990038974060988
143509: 0.0008201011619277665
142966: 0.4867855153935521
196208: 0.03965199609779291
32036: 0.24547204091101005
83546: 0.2959359782356171
163062: 0.7879798631338193
102714: 0.022346101869860774
209669: 0.3868986864262982
3160: 0.9769633752293885
219137: 0.00987301141955399
192999: 0.036389602763510026
189956: 0.9132884334916699
('214386', '181779', '80543', '142613', '16243', '158456', '39615', '143141', '76070', '55254', '213844', '15422', '108505', '150230', '51847', '37985', '65595', '1027', '5880', '142521', '146053', '193859', '39506', '1425', '116233', '89783', '166887', '152367', '163353', '207003', '5690', '27809', '6010', '108987', '135839', '8318', '31255', '78843', '205927', '180173', '156041', '110857', '219973', '5903', '189608', '92150', '39793', '172789') tensor([22,  1, 12, 21, 19, 12, 13,  0,  5,  7,  4,  4,  6, 10,  7, 15, 13, 15,
        12, 14, 14, 11,  5,  2,  9,  7,  6,  0,  7, 11, 18, 11, 11, 20,  9, 14,
         1, 16, 20, 16,  0, 23,  7,  1,  5, 12, 21, 17]) ('Moving something and something closer to each other', 'Plugging something into something', 'Moving something down', 'Pushing something so that it slightly moves', 'Pushing something so that it falls off the table', 'Moving something down', 'Squeezing something', 'Tearing something into two pieces', 'Tearing something just a little bit', 'Moving something up', 'Something falling like a feather or paper', 'Something falling like a feather or paper', 'Taking one of many similar things on the table', 'Something falling like a rock', 'Moving something up', 'Putting something into something', 'Squeezing something', 'Putting something into something', 'Moving something down', 'Putting something on a surface', 'Putting something on a surface', 'Uncovering something', 'Tearing something just a little bit', 'Covering something with something', 'Stuffing something into something', 'Moving something up', 'Taking one of many similar things on the table', 'Tearing something into two pieces', 'Moving something up', 'Uncovering something', 'Pouring something into something', 'Uncovering something', 'Uncovering something', 'Showing that something is empty', 'Stuffing something into something', 'Putting something on a surface', 'Plugging something into something', 'Putting something similar to other things that are already on the table', 'Showing that something is empty', 'Putting something similar to other things that are already on the table', 'Tearing something into two pieces', 'Showing something to the camera', 'Moving something up', 'Plugging something into something', 'Tearing something just a little bit', 'Moving something down', 'Pushing something so that it slightly moves', 'Folding something')
214386: 0.00047286257885298253
181779: 0.952984273167912
80543: 0.0033326433687794754
142613: 0.0017300226399719065
16243: 0.028418964888118126
158456: 0.0009205862148609079
39615: 0.7038601895307455
143141: 0.8393642498554073
76070: 0.2661771242321468
55254: 0.018270809050267012
213844: 0.08333534322991909
15422: 0.9993577089626342
108505: 0.10206360480077167
150230: 0.01299626414765953
51847: 0.10285988725276507
37985: 0.09797803527483329
65595: 0.5019335546509627
1027: 0.0039037016693782914
5880: 0.006548098778623501
142521: 0.10437109511089915
146053: 0.31577605257020736
193859: 0.0506056218393951
39506: 0.09532097483063105
1425: 0.24920141531009676
116233: 0.23867848289639376
89783: 0.0017110135608104926
166887: 0.7915659663369141
152367: 0.539931593826168
163353: 0.2832814478971555
207003: 0.3061398128922974
5690: 0.7517154939882786
27809: 0.15337475770525089
6010: 0.25622743446751883
108987: 0.33143687100977015
135839: 0.7408332152522417
8318: 0.0015930088249191954
31255: 0.9445078966344037
78843: 0.690622700859399
205927: 0.4816627073556097
180173: 0.5635677052350505
156041: 0.5696127427650026
110857: 3.5570199524815466e-05
219973: 0.004625930089320995
5903: 0.13280493354593922
189608: 0.28985805006707077
92150: 0.3379337438044989
39793: 0.013512570739262486
172789: 0.28035609514070037
('89166', '114672', '26625', '102091', '103776', '134471', '110477', '151631', '127957', '190947', '148396', '26002', '198536', '53648', '184038', '173361', '63680', '32897', '22286', '91162', '70771', '191175', '54357', '101585', '202198', '48204', '135321', '25192', '178515', '132074', '76426', '136491', '170213', '166599', '127611', '206857', '192169', '200689', '152453', '100646', '63548', '119171', '101335', '101885', '123574', '120180', '54100', '109978') tensor([ 0, 15, 14,  7,  5,  0, 15,  2, 18, 24, 16,  1, 18, 24, 12, 18, 14,  1,
        23, 15,  5, 20,  7, 22, 20,  9, 12, 19,  8,  4, 15, 10, 10, 15,  0,  4,
         1, 23,  8, 24,  1, 12,  1,  3, 16, 14,  9,  7]) ('Tearing something into two pieces', 'Putting something into something', 'Putting something on a surface', 'Moving something up', 'Tearing something just a little bit', 'Tearing something into two pieces', 'Putting something into something', 'Covering something with something', 'Pouring something into something', 'Lifting something with something on it', 'Putting something similar to other things that are already on the table', 'Plugging something into something', 'Pouring something into something', 'Lifting something with something on it', 'Moving something down', 'Pouring something into something', 'Putting something on a surface', 'Plugging something into something', 'Showing something to the camera', 'Putting something into something', 'Tearing something just a little bit', 'Showing that something is empty', 'Moving something up', 'Moving something and something closer to each other', 'Showing that something is empty', 'Stuffing something into something', 'Moving something down', 'Pushing something so that it falls off the table', 'Opening something', 'Something falling like a feather or paper', 'Putting something into something', 'Something falling like a rock', 'Something falling like a rock', 'Putting something into something', 'Tearing something into two pieces', 'Something falling like a feather or paper', 'Plugging something into something', 'Showing something to the camera', 'Opening something', 'Lifting something with something on it', 'Plugging something into something', 'Moving something down', 'Plugging something into something', 'Turning something upside down', 'Putting something similar to other things that are already on the table', 'Putting something on a surface', 'Stuffing something into something', 'Moving something up')
89166: 0.7314350385127
114672: 0.23093441320390984
26625: 0.005466184029191704
102091: 0.4920617225071906
103776: 0.4829053034820593
134471: 0.5697396689934067
110477: 0.0014043630270191843
151631: 0.0074308583450317656
127957: 0.1874250568393947
190947: 0.8251104244640547
148396: 0.0289427210450188
26002: 0.8755427596295514
198536: 0.0018326633016521043
53648: 0.0070415002677864935
184038: 0.0010209035147430434
173361: 0.005400521125459079
63680: 0.3854751979137845
32897: 0.267858273780602
22286: 0.0014022452657656004
91162: 0.000830572874344182
70771: 0.0055384485797024124
191175: 0.0002381293220539149
54357: 0.5272713743107884
101585: 0.5939340827897368
202198: 0.558010258664182
48204: 0.01532484619805935
135321: 0.029749880918573002
25192: 0.009212587013138318
178515: 0.00017463509369977648
132074: 0.9976375221740454
76426: 0.015749951230942583
136491: 0.6390684339276049
170213: 0.0008760547799511187
166599: 0.05546501366491274
127611: 0.04107434300840396
206857: 0.9946424919180572
192169: 0.3157360010916629
200689: 0.0003605211374662076
152453: 0.002666856707907811
100646: 0.68594436665573
63548: 3.2763262341750643e-06
119171: 0.12179330809577538
101335: 0.35875403994194055
101885: 0.01617154480646299
123574: 0.026659472556572722
120180: 0.06956393512714243
54100: 0.0013703969894050538
109978: 3.439459409556914e-05
