Loaded /home/lzq/ExpEval/exe_res/sthsthv2_r2p1d_eb_full_test.pt
107976: 0.0101828858605586
19088: 0.02823480400184053
56440: 0.05371508623284171
62609: 0.0711804109341756
88011: 0.08999141363710805
8233: 0.258912983656046
145547: 0.578615476435516
131243: 0.8820937159180176
213998: 0.02132656613139261
209962: 0.2946946460469917
70366: 0.6565347144787665
216476: 0.0005055274224332607
621: 0.7532877979829209
3043: 0.5138277065707371
90590: 0.9160640477202833
216515: 0.21808447371586226
81964: 0.4167657050275011
154473: 0.13010687873065763
209868: 0.21631897550832946
161387: 0.6994646240709699
15069: 0.6656502843397902
30116: 0.8160512636168278
61086: 0.005047324162660516
74711: 0.03108657889379174
197927: 0.5737216449560947
82480: 0.5786907993096975
175539: 0.01097018795621807
190654: 0.2876878893766843
46199: 0.7937980338028865
104293: 0.7685189034764335
15037: 0.53278151725317
40642: 0.8537521404068684
219692: 0.7305501266455394
133571: 0.022749054942778457
72239: 0.49347361825493863
15646: 0.02433419418593985
138354: 0.17252602320513688
183275: 0.8168425276817288
184282: 0.666186606962583
102318: 0.24381265102420002
44822: 0.6010121895233169
21912: 0.00023041820272062807
194603: 0.6021677990393073
113764: 0.18208509528267314
79414: 0.0007925773898023181
211101: 0.3097294728686393
156528: 0.9952088546706364
193535: 0.43168713276463677
13823: 0.8458414252527291
68496: 0.2559160771997995
25701: 0.0010823049196915235
80510: 0.006513863380178009
37956: 0.4471292840462411
192357: 0.9026771683857078
32312: 0.7595506217112415
73312: 0.30079286896943813
133366: 0.9664310807856964
94262: 0.7587404993973905
169820: 0.020955287445758586
118021: 0.5074727259052452
82433: 0.007776204227411654
30636: 0.0084234828427725
33816: 0.5600852724164724
14747: 0.25645488989175647
96214: 0.5207975879384321
133202: 0.0045014809984422754
172967: 0.003575744476620457
133777: 0.8799641449149931
144230: 0.020909489529003622
219091: 0.7101871512859361
65987: 0.7986192536372982
139431: 0.27782445683442347
105671: 0.000301902037790569
73115: 0.3566757193493686
56568: 0.2342826263356983
154513: 0.0026923411460302304
22348: 0.007851374080928508
220644: 0.7752544826107624
14898: 0.9507439998124028
137786: 0.22238108593592187
195811: 0.015656968196708476
77709: 0.06528699154296191
16429: 0.9507962292991579
109224: 0.9087278917213553
153031: 0.11021133777103387
74717: 0.0014981802530655841
46326: 0.7012106517940992
10108: 0.15114787943457486
103665: 0.42755583391590335
113093: 0.34818560649000574
214483: 0.04671816898189718
179463: 0.5943666571802169
115323: 0.8645527467160719
218178: 0.3517007547925459
144486: 0.9627364610350924
114099: 0.6289749124262016
211484: 0.3007849786481529
117770: 0.008529997852747329
219866: 0.16955238455557264
136583: 0.12476581844566681
91152: 0.41741004162759054
72127: 0.6591831764235394
87330: 0.5817074598817271
163401: 0.7544397248566383
129246: 0.36786100456811255
70330: 0.9248554995429004
99362: 0.6109803456074587
201763: 0.6138135181608959
180544: 0.13995954562415136
174303: 0.8696413293655496
23234: 0.5839457207111991
154348: 0.010913747506492655
169687: 0.026344717996835243
21859: 0.18107380527362693
124127: 0.0829345143501996
104101: 0.12896345202170778
69096: 0.19174670369829983
23209: 0.6637988404545467
175751: 0.6278070288462914
67666: 0.5260847934550839
34480: 0.0736983365022752
18022: 0.6934489272680366
34190: 0.772212303665583
197983: 0.7689776871193317
83014: 0.016811913355923025
217361: 0.5462487573022372
63033: 0.18817568112717709
217275: 0.0058864708844339475
94488: 0.6316282219559071
138482: 0.03570322187806596
151981: 0.022354534459736897
50271: 0.019501808356380934
154023: 0.7421717875113245
15156: 0.26404626028670464
4441: 0.008587236141465837
62548: 0.26913009454437997
11164: 0.05481082185724517
107584: 0.940483754617162
71742: 0.026899022232100833
442: 0.735093516883353
182807: 0.3487472990491369
180728: 0.014722583946422674
7168: 0.12882990786602022
121865: 0.7723429252800997
153700: 0.6937188052324927
203910: 0.6447604995555594
93623: 0.0016083160026028054
30725: 0.10791998526838142
18846: 0.5587313010764774
5207: 0.36354381157434545
19993: 0.44825329234299716
83822: 0.9817410696414299
26164: 0.14315209855158173
154372: 0.04413433082663687
56648: 0.2438499397612759
45340: 0.4343879016523715
115880: 0.05376121226436226
145254: 0.5757182000234025
22759: 0.2177030592720257
190342: 0.15815089382522274
85534: 0.14222191282533458
127667: 0.0003971404967728631
195911: 0.45541661292736535
190267: 0.8805423176381737
202258: 0.9077856863223133
76365: 0.08433500481623923
55373: 0.8914270042223507
55733: 0.6953223931850516
37952: 0.8339121631615853
99490: 0.22041493191682093
207898: 0.08736964455601992
189156: 0.2171561743634811
158643: 0.23626566620441736
33400: 0.2522183573746588
110861: 0.5289888770348625
168741: 0.9758974075084552
137162: 0.36073622068579425
27026: 0.8856873552067555
126202: 0.006360838526916268
159740: 0.04613883022284426
190860: 0.06727278264588676
113048: 0.6179262819641735
29155: 0.0031011821047286503
196274: 0.3309463419718668
87192: 0.9169891570345499
108021: 0.08767927726148628
25377: 0.5865940115909325
8220: 0.10403656310700171
78887: 0.11965864451667585
12511: 0.05742466915398836
186888: 0.36576452546432847
65315: 0.4784535915532615
24107: 0.29129912352254905
16984: 0.3954883302503731
15038: 0.8292348457252956
62082: 0.26968052096344763
115190: 0.008665900679716287
128653: 0.011397927984944545
146367: 0.05753799828380579
82961: 0.6293967950132355
43853: 0.005494943969097221
22383: 0.6066883000021335
187004: 0.7645723410823848
209640: 0.8851570697770512
108361: 0.5383102875784971
149791: 0.8716885835838184
2403: 0.7045685869670706
175728: 0.5187761404158664
175300: 0.0014846631779619202
109310: 0.42186435499752406
36015: 0.8610059822713083
218395: 0.0002810658311318548
176519: 0.5948495548982464
134378: 0.8779459485122061
139854: 0.43799683971883496
31875: 0.3663751390413381
89241: 0.14513906609795413
162638: 0.09502002618683036
205413: 0.8079562005732441
233: 0.3324396160624019
161965: 0.01658568905259017
214289: 0.675548853683722
25820: 0.8972981668375724
132103: 0.9870965487352805
24760: 0.8159925990712509
111689: 0.00045013796341208945
107735: 0.3315947296396189
5570: 0.5606049720809096
164364: 0.7803091294626938
60290: 0.002450809861329617
144706: 0.7070475596774486
207555: 0.01085651088396844
114673: 0.29769663799743284
76825: 0.6883326930874318
89811: 0.6182458663897705
4372: 0.46929148005619936
52930: 0.7293402614977822
209457: 0.10978214560964261
18492: 0.02555029310497048
118858: 0.8238808613969013
185520: 0.4440705797387636
3020: 0.036546150462527294
45088: 0.19470743180318095
166000: 0.11286408700425454
8643: 0.6305156314774649
171666: 0.009497882072537323
105033: 0.7137423591557308
216074: 0.8195964933347568
107629: 0.8787692779151257
159862: 0.7863246990600601
100917: 0.08904764868384518
94286: 0.06576663185842335
45193: 0.2009532720730931
27595: 0.6403304881532677
83332: 0.49450203888409305
61892: 0.05583908288826933
70679: 0.037034646375104785
89640: 0.08211586338984489
215140: 0.9474291095975786
192997: 0.9104526930168504
85790: 0.00207522980417707
142742: 0.902012538008421
197873: 0.0016741158528077449
161313: 0.4630924112007051
151187: 0.006953154272196116
67155: 0.41890788107411936
77129: 0.13492819534803857
195652: 0.5441366977938742
137210: 0.6335393868794199
69033: 0.977531406111666
65141: 0.9752664493425982
96935: 0.01576419299999543
98601: 0.5291792275529588
88138: 0.44278300704900175
183695: 0.26001324932440184
62631: 0.799293574236799
15130: 0.714558578118158
127476: 0.37209388021801715
210861: 0.6322161514581239
72569: 0.00622868980099156
117774: 0.23469900454801973
172962: 0.09352585994929541
65326: 0.6300013008476526
209204: 0.5054667269578204
177434: 0.151055937007186
120309: 0.36918907946164836
70601: 0.5518485358770704
72143: 0.48894794446823653
95559: 0.01597495426540263
163013: 0.24526075898029376
176988: 0.019546480551071
132594: 0.397147803552798
154707: 0.12958771671401337
57188: 0.8483394282520749
158303: 0.9110482889300329
217331: 0.15989915911995922
212382: 0.39210640417877585
197612: 0.33689409037469886
101804: 0.916251014044974
49546: 0.5902892393642105
195639: 0.7975528390416002
49358: 0.041832864884781884
49163: 0.17710427319980226
87265: 0.12718076189776184
18943: 0.9641665404960804
56679: 0.0006366533502841776
83296: 0.4630525079282961
181944: 0.0036583212149707833
66960: 0.14566668738189037
82744: 0.5304314334243827
88126: 0.9356713043671334
190946: 0.29999096422398
94733: 0.5662309907129384
201098: 0.05284142936579883
144614: 0.5701814459971501
65448: 0.5451902216154849
156112: 0.30197412066627294
123758: 0.9025127212662483
91948: 0.5917833967832848
10037: 0.08594664474549063
129824: 0.46730970656790305
121328: 0.33218373715499183
4943: 0.5921942494023824
79967: 0.7238236656266963
186266: 0.942561887219199
29554: 0.6117695693701535
153427: 0.7766414862890088
125413: 8.291541712424078e-05
156782: 0.2104505219103885
166247: 0.5039580876327818
166326: 0.8059591619530693
128300: 0.9604554851684952
14426: 0.1162049142694741
165442: 0.8767362611397402
31654: 0.5539389702789776
1780: 0.5490321895049419
112347: 0.044431949598219944
188681: 0.81802873617562
75719: 0.8742530644085491
3506: 0.3464595268778794
55259: 0.9053848778858082
37195: 0.061410584617988206
145109: 0.3600250253402919
140315: 0.0006183599225551006
59338: 0.7812199552517995
133223: 0.6636161201931827
56496: 0.005490692330567981
96898: 0.9855899880785728
28353: 0.03141883755915842
180944: 0.9633911067649024
169346: 0.8525091977935517
94171: 0.8841674616069213
5182: 0.7304568013787502
108781: 0.6587785242736572
14195: 0.003521638751408318
12301: 0.37917390818074637
170558: 0.6542954112082953
211881: 0.0019567737299048815
173351: 0.3077327109640464
204955: 0.9533204247272806
136827: 0.8773187836195575
149435: 0.6795437616710842
204551: 0.9276054699585075
124256: 0.05983472126536071
175926: 0.10120125087632914
159992: 0.2578106799192028
181866: 0.12182956117248978
70598: 0.02761971486688708
193751: 0.003736792362815322
29861: 0.6696567359213077
165093: 0.24193055946670938
80488: 0.26784617589146364
129064: 0.20579810916024144
131621: 0.6586072417048854
80963: 0.5252445470850944
4946: 0.03355029284648481
121692: 0.8590552285459125
68397: 0.6309335114201531
215794: 0.038906449888600037
157845: 0.980870708837756
78066: 0.11461276820227795
25058: 0.44218288268893957
104855: 0.23122438814789348
91758: 0.9803827323630685
68421: 0.06769385132065509
28718: 0.739642447209917
153776: 0.5402644761779811
48203: 0.3276921389697236
151323: 0.9482792600756511
217892: 0.6810169818490976
85124: 0.3943626544205472
164504: 0.1157166962584597
166476: 0.5774743938545726
214308: 0.32169783403514884
210400: 0.8768032185762422
186388: 0.6269263707617938
157520: 0.37601194057606335
171871: 0.16392468321646447
95730: 0.28317800199147314
86955: 0.45715821902012976
59218: 0.19616303764632903
210183: 0.9530220173910493
47297: 0.35953881269233534
120787: 0.8062715467094677
144261: 0.3454077264486841
209867: 0.1866266389570228
214697: 0.8014090752203629
72734: 0.08976100036670687
62430: 0.8922311600272224
180698: 0.6936035227936372
4026: 0.4822627139510587
36868: 0.4084804776357487
64099: 0.5267848423409305
192232: 0.10367737747515093
114795: 0.36172546178568155
39505: 0.42268382816109806
149797: 0.3685154383729241
116747: 0.1538959165045526
48465: 0.37106441987270955
45429: 0.8099147071570769
145090: 0.7021141830045963
183973: 0.0022576867977477377
42367: 0.0013521064215638035
69126: 0.0955599668668583
75125: 0.5768245258514071
52775: 0.6823817516651616
205873: 0.41211381578614237
115644: 0.07257203140761703
190527: 0.0011124392203782918
56553: 0.3421558674399421
168990: 0.01578965478347527
62225: 0.5969500618248276
153507: 0.18835903701437928
186952: 0.7573534210187063
184917: 0.8345763997149334
134946: 0.10383505881509336
141757: 0.6928784476567671
170749: 0.002447513309528304
96676: 0.1551144223267329
127755: 0.7762772619698808
194192: 0.7738393463164357
205758: 0.10462983516663371
44551: 0.6099958603240339
90056: 0.8857149385817138
155132: 0.24488368494485258
55232: 0.13682215566950617
164740: 0.03430997128407398
62941: 0.039650291719226516
37797: 0.5529111367154655
167549: 0.18042480490839807
Finished: cm_16, ins, most_first, sthsthv2, r2p1d, eb, #Step=128
Average: 0.41047412272849065
